pbindaff,nha,mwt,PDB
8.35,36,496.724,1h23
8.40,37,607.494,2qbp
8.43,36,519.908,2xbv
8.49,18,323.968,2g5u
8.52,22,294.344,2wn9
8.57,25,347.442,3ejr
8.63,21,304.326,3f17
8.70,53,776.556,1jyq
8.70,36,473.53,2nnq
8.70,26,357.466,3ge7
8.82,25,383.328,2zcq
8.85,37,497.604,3e93
8.87,41,588.594,2xej
8.96,14,216.282,1j37
9.00,40,573.918,2p4y
9.00,38,521.502,3nw9
9.10,44,613.696,3gnw
9.21,31,413.484,1sqa
9.30,21,304.3,3fv1
9.30,48,684.886,4er2
9.46,34,442.474,2yki
9.52,35,475.506,1re8
9.52,45,658.862,2g94
9.52,24,359.734,3g0w
9.70,65,914.152,1fkb
9.74,35,467.51,3e8r
9.76,26,339.328,3pe2
9.85,16,243.31,3rdo
9.89,21,298.802,1e66
9.96,29,435.538,2xmy
10.00,44,637.678,1bxo
10.00,37,520.642,1igj
10.17,36,517.506,4tmn
10.30,32,442.502,2p15
10.52,26,371.458,1if7
10.60,24,334.392,2zx6
10.64,19,267.27,1b8o
10.70,52,739.682,2xeg
11.06,22,338.168,1x1z
11.15,36,568.86,1mq6
11.33,37,509.706,2x00
11.52,33,476.41,6cpa
11.70,20,294.41,1y6q
11.72,49,728.782,2i4x
11.85,37,552.336,1sl3
